O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
8,S.KRISHNAVENI,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,98,2,100,0.05,200,17,APTADMK
9,M.PREM CHANDAR,Naam Tamilar Katchi,10982,132,11114,5.17,200,3,NTK
10,M.MUTHUSAMY,Amma Makkal Munnettra Kazagam,5594,55,5649,2.63,200,4,AMMK
11,A.ABTHAHIR,Independent,53,1,54,0.03,200,24,I
12,C.ANBAZHAKAN,Independent,91,3,94,0.04,200,18,I
13,M.ANANTHARAJ,Independent,269,1,270,0.13,200,11,I
14,N.KRISHNAN,Independent,125,1,126,0.06,200,15,I
15,P.KUMARAGURUBARAN,Independent,218,1,219,0.1,200,12,I
16,N.SALEEM,Independent,353,1,354,0.16,200,10,I
17,G.SENTHIL KUMAR,Independent,402,0,402,0.19,200,9,I
18,TAMILSELVAN,Independent,441,2,443,0.21,200,8,I
19,V.NANDHAGOPAL,Independent,68,0,68,0.03,200,22,I
20,P.NAGENDHREN,Independent,133,2,135,0.06,200,14,I
21,P.MANIMARAN,Independent,108,9,117,0.05,200,16,I
22,V.RAMPRAKAASH,Independent,69,2,71,0.03,200,21,I
23,RAJA MOHAMED,Independent,45,3,48,0.02,200,25,I
24,T.RAJA MOHAMED,Independent,62,0,62,0.03,200,23,I
25,NOTA,None of the Above,1381,22,1403,0.65,200,6,NOTA
1,N.Ramakrishnan,Dravida Munnetra Kazhagam,102652,2148,104800,51.81,201,1,DMK
2,Syedukhan.S.P.M,All India Anna Dravida Munnetra Kazhagam,61978,409,62387,30.84,201,2,AIADMK
3,Anish Fathima. A,Naam Tamilar Katchi,12123,224,12347,6.1,201,4,NTK
4,KATHIRAVAN.S,New Generation People’s Party,232,4,236,0.12,201,9,NGPP
5,Suresh.P,Amma Makkal Munnettra Kazagam,14399,137,14536,7.19,201,3,AMMK
6,Pandi Selvam.R,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,148,3,151,0.07,201,11,APTADMK
7,RADHAKRISHNAN.K,Anaithu Makkal Puratchi Katchi,121,1,122,0.06,201,13,AMPK
8,Lal Bahdur Sasthri.V,My India Party,116,4,120,0.06,201,14,MIP
9,Venkidesh.N,Makkal Needhi Maiam,4582,65,4647,2.3,201,5,MNM
10,SARAVANAN.S.R,Independent,320,1,321,0.16,201,8,I
11,THAVIDHU RAJA. A,Independent,99,2,101,0.05,201,16,I
12,Prakash.P,Independent,152,3,155,0.08,201,10,I
13,MARIMUTHU.G,Independent,105,1,106,0.05,201,15,I
14,MUTHUSELVAM.G,Independent,134,2,136,0.07,201,12,I
15,MUTHU MUNEESWARAN.M,Independent,450,1,451,0.22,201,7,I
16,NOTA,None of the Above,1625,34,1659,0.82,201,6,NOTA
1,THANGAPANDIAN S.,Dravida Munnetra Kazhagam,72712,1446,74158,41.5,202,1,DMK
2,RAJENTHRABHALAJI K.T,All India Anna Dravida Munnetra Kazhagam,69870,390,70260,39.32,202,2,AIADMK
3,AYYAR V.K.,Puthiya Tamilagam,3348,40,3388,1.9,202,6,PT
4,KALIMUTHU K.,Amma Makkal Munnettra Kazagam,7607,53,7660,4.29,202,4,AMMK
5,DHARMALINGAM K.,Republican Party of India (Athawale),106,3,109,0.06,202,14,RPI(A)
6,VIVEKANANTHAN S.,Makkal Needhi Maiam,4023,36,4059,2.27,202,5,MNM
7,JEYARAJ V.,Naam Tamilar Katchi,15448,145,15593,8.73,202,3,NTK
8,KALIMUTHU K.,Independent,120,0,120,0.07,202,12,I
9,SELVARAJ G.,Independent,84,2,86,0.05,202,15,I
10,THANGAPANDI B.,Independent,111,1,112,0.06,202,13,I
11,THANGAPANDI S.,Independent,261,3,264,0.15,202,10,I
12,MANIKUMAR M.,Independent,546,2,548,0.31,202,8,I
13,VIJAYAKUMAR E.,Independent,140,0,140,0.08,202,11,I
14,JEYAPRAKASH I.,Independent,335,1,336,0.19,202,9,I
15,NOTA,None of the Above,1869,6,1875,1.05,202,7,NOTA
1,"MADHAVARAO, P.S.W.",Indian National Congress,56450,1287,57737,31.2,203,2,INC
2,"MANRAJ, E.M.",All India Anna Dravida Munnetra Kazhagam,70081,394,70475,38.09,203,1,AIADMK
3,"ABINAYA, B.",Naam Tamilar Katchi,20038,310,20348,11.0,203,4,NTK
4,"IRULANDI, Dr. V.",Tamil Nadu Ilangyar Katchi,935,7,942,0.51,203,8,TNIK
5,"GURUVAIYA, K.",Makkal Needhi Maiam,3468,44,3512,1.9,203,6,MNM
6,"SANGEETHAPRIYA, S.",Amma Makkal Munnettra Kazagam,23479,203,23682,12.8,203,3,AMMK
7,"SHANTHI, S.",Puthiya Tamilagam,4917,68,4985,2.69,203,5,PT
8,"PANDIYARAJ, K.",Anaithu Makkal Puratchi Katchi,209,0,209,0.11,203,11,AMPK
9,"VEERAPANDI, K.",My India Party,175,2,177,0.1,203,14,MIP
10,"KANNAN, A.",Independent,237,1,238,0.13,203,10,I
11,"GURUVAIYA, G.",Independent,148,0,148,0.08,203,16,I
12,"THAMARAISELVAM, K.",Independent,163,1,164,0.09,203,15,I
13,"PRABHAKARAN, P.",Independent,201,1,202,0.11,203,12,I
14,"MAHALAKSHMI, M.",Independent,189,2,191,0.1,203,13,I
15,"MUTHULAKSHMI,R.",Independent,362,1,363,0.2,203,9,I
16,NOTA,None of the Above,1642,24,1666,0.9,203,7,NOTA
1,"RAGHURAMAN, A.R.R.",Dravida Munnetra Kazhagam,72949,1225,74174,38.68,204,1,DMK
2,"RAVICHANDHRAN, R.K.",All India Anna Dravida Munnetra Kazhagam,62701,294,62995,32.85,204,2,AIADMK
3,"ANGUSAMY, S.",Anaithu Makkal Puratchi Katchi,411,3,414,0.22,204,10,AMPK
4,"SUBBURAMAN, P.",All India MGR Makkal Munnetra Kazhagam,153,3,156,0.08,204,18,AIMMMK
5,"PALANICHAMY, P.",Bahujan Dravida Party,96,1,97,0.05,204,22,BDP
6,"PANDI, K.",Naam Tamilar Katchi,12478,148,12626,6.58,204,4,NTK
7,"BHARATHI, M.",Indiya Jananayaka Katchi,1722,29,1751,0.91,204,5,IJK
8,"MARIKANNAN, G.",Puthiya Tamilagam,1584,15,1599,0.83,204,6,PT
9,"RAJAVARMAN, M.S.R.",Amma Makkal Munnettra Kazagam,32693,223,32916,17.16,204,3,AMMK
10,"RAJKUMAR, R.",My India Party,186,2,188,0.1,204,15,MIP
11,"JEYAGANESH, K.",Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,166,0,166,0.09,204,16,VTVTK
12,"ANTHONYRAJ, A.",Independent,57,0,57,0.03,204,26,I
13,"KARUTHAPANDIAN, S.",Independent,136,0,136,0.07,204,19,I
14,"GURUSAMY, P.",Independent,94,0,94,0.05,204,23,I
15,"SARAVANAKUMAR, M.",Independent,634,1,635,0.33,204,8,I
16,"SUBRAMANIAN, S.",Independent,551,0,551,0.29,204,9,I
17,"SENTHUR PANDIAN, R.",Independent,405,1,406,0.21,204,11,I
18,"CHELLAPANDIAN, P.",Independent,368,1,369,0.19,204,12,I
19,"DHAMODHARAN, S.",Independent,118,1,119,0.06,204,21,I
20,"BALA SUBRAMANIAN, R.",Independent,61,1,62,0.03,204,24,I
21,"BALAMURUGAN, K.",Independent,156,1,157,0.08,204,17,I
22,"PRABAKARAN, J.",Independent,60,0,60,0.03,204,25,I
23,"MAHESKUMAR, M",Independent,41,0,41,0.02,204,28,I
24,"MANOHARAN, V.",Independent,51,0,51,0.03,204,27,I
25,"MARIAPPAN, M.",Independent,123,1,124,0.06,204,20,I
26,"RAGU, B.",Independent,331,1,332,0.17,204,13,I
27,"RAMESH, A.",Independent,210,0,210,0.11,204,14,I
28,NOTA,None of the Above,1280,17,1297,0.68,204,7,NOTA
1,Ashokan.G,Indian National Congress,77788,1159,78947,42.66,205,1,INC
2,Ananthalakshmi,Bahujan Samaj Party,432,6,438,0.24,205,9,BSP
3,Lakshmi Ganesan,All India Anna Dravida Munnetra Kazhagam,61367,261,61628,33.3,205,2,AIADMK
4,KANNAN.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,423,3,426,0.23,205,10,VTVTK
5,KARUPPASAMY.S,Anaithu Makkal Puratchi Katchi,314,2,316,0.17,205,14,AMPK
6,KALYANASUNDARI.M,My India Party,188,3,191,0.1,205,18,MIP
7,Kanagapriya.R,Naam Tamilar Katchi,20754,111,20865,11.28,205,3,NTK
8,Samikkalai.G,Amma Makkal Munnettra Kazagam,9751,142,9893,5.35,205,4,AMMK
9,MGR NAMBBI,All India MGR Makkal Munnetra Kazhagam,107,0,107,0.06,205,22,AIMMMK
10,PALANICHAMY.P,Bahujan Dravida Party,61,0,61,0.03,205,27,BDP
11,Mugunthan.S,Makkal Needhi Maiam,6053,37,6090,3.29,205,5,MNM
12,JEEVANANTHAM.G,Republican Party of India (Athawale),77,1,78,0.04,205,25,RPI(A)
13,Ashokkumar.C,Independent,86,2,88,0.05,205,24,I
14,Anbalagan.P,Independent,125,1,126,0.07,205,20,I
15,GANESAN.R,Independent,151,1,152,0.08,205,19,I
16,Karthik.N,Independent,319,0,319,0.17,205,13,I
17,KESAVAKUMAR.D,Independent,442,0,442,0.24,205,8,I
18,Thangaraj.S,Independent,233,1,234,0.13,205,16,I
19,DHARMALINGAM.M,Independent,330,0,330,0.18,205,12,I
20,Pandiarajan.S,Independent,113,1,114,0.06,205,21,I
21,Balakrishnan.N,Independent,405,9,414,0.22,205,11,I
22,MAYILVAGANAN.G,Independent,100,1,101,0.05,205,23,I
23,MARIMUTHU.M,Independent,220,1,221,0.12,205,17,I
24,LAKSHMANAN.E,Independent,1410,20,1430,0.77,205,7,I
25,VINOTHKUMAR.M,Independent,245,0,245,0.13,205,15,I
26,JOYSMARY.T,Independent,64,0,64,0.03,205,26,I
27,NOTA,None of the Above,1709,18,1727,0.93,205,6,NOTA
1,SEENIVASAN A.R.R,Dravida Munnetra Kazhagam,71909,1388,73297,45.32,206,1,DMK
2,PANDURANGAN G,Bharatiya Janata Party,51502,456,51958,32.13,206,2,BJP
3,SUYAMBULINGAM L,Naam Indiar Party,587,3,590,0.36,206,9,NIP
4,SELVAKUMAR V.R,Naam Tamilar Katchi,14162,149,14311,8.85,206,3,NTK
5,THANGARAJ M,Amma Makkal Munnettra Kazagam,10642,141,10783,6.67,206,4,AMMK
6,MANIMARAN N,All India Samathuva Makhal Katchi,4996,58,5054,3.13,206,5,AISMK
7,VIKRAMAN N,Desa Makkal Munnetrak Kazhgam,200,0,200,0.12,206,14,DMMK
8,KARUPPIAH P,Independent,84,1,85,0.05,206,18,I
9,GUNASEKARAN G,Independent,1377,29,1406,0.87,206,7,I
10,GURUNATHAN G,Independent,64,0,64,0.04,206,19,I
11,SHIBI B,Independent,261,3,264,0.16,206,13,I
12,THANGAPANDI N,Independent,85,4,89,0.06,206,17,I
13,THANGARAJ R,Independent,93,0,93,0.06,206,16,I
14,DHAMOTHARAN R,Independent,119,0,119,0.07,206,15,I
15,PANDURENGAN T,Independent,279,3,282,0.17,206,12,I
16,PUNGAN K,Independent,758,1,759,0.47,206,8,I
17,RAMARAJ C,Independent,463,2,465,0.29,206,10,I
18,VELUCHAMY S,Independent,328,0,328,0.2,206,11,I
19,NOTA,None of the Above,1556,14,1570,0.97,206,6,NOTA
1,K.K.S.S.R.RAMACHANDRAN,Dravida Munnetra Kazhagam,88928,2112,91040,53.18,207,1,DMK
2,G.SUBBURAJ,Bahujan Samaj Party,270,2,272,0.16,207,12,BSP
3,R.RAMESH,Desiya Murpokku Dravida Kazhagam,2505,27,2532,1.48,207,5,DMDK
4,VAIGAICHELVAN,All India Anna Dravida Munnetra Kazhagam,51614,392,52006,30.38,207,2,AIADMK
5,UMA,Naam Tamilar Katchi,12271,121,12392,7.24,207,3,NTK
6,V.UMADEVI,Makkal Needhi Maiam,7550,88,7638,4.46,207,4,MNM
7,M.KARUPPASAMY,Puthiya Tamilagam,460,18,478,0.28,207,8,PT
8,S.DEENATHAYALAN,Anaithu Makkal Puratchi Katchi,58,0,58,0.03,207,25,AMPK
9,S.PANDIYAN,Bahujan Dravida Party,48,0,48,0.03,207,28,BDP
10,A.P.S.JOHNSON,My India Party,55,2,57,0.03,207,26,MIP
11,G.RANJITH,Independent,57,0,57,0.03,207,26,I
12,R.S.RAMACHANDRAN,Independent,67,0,67,0.04,207,21,I
13,THANGAPANDIAN,Independent,425,1,426,0.25,207,10,I
14,THANGA VADIVEL.A.N,Independent,61,1,62,0.04,207,22,I
15,DHANASEKARAPANDIAN,Independent,76,0,76,0.04,207,18,I
16,P.PRASANTH,Independent,436,0,436,0.25,207,9,I
17,K. BOOMINATHAN,Independent,630,0,630,0.37,207,7,I
18,V. POORNISHA,Independent,217,2,219,0.13,207,13,I
19,Ponmuniasamy,Independent,118,0,118,0.07,207,17,I
20,S.MANIVANNAN,Independent,190,0,190,0.11,207,14,I
21,M MUTHUMARIAPPAN,Independent,128,0,128,0.07,207,16,I
22,E.RAMACHANDRAN,Independent,72,0,72,0.04,207,19,I
23,G.RAMACHANDRAN,Independent,60,0,60,0.04,207,23,I
24,S.RAMACHANDRAN,Independent,189,0,189,0.11,207,15,I
25,T.RAMACHANDRAN,Independent,39,0,39,0.02,207,29,I
26,R.RAMACHANDRAN,Independent,71,0,71,0.04,207,20,I
27,LINGAPANDI,Independent,419,0,419,0.24,207,11,I
28,VIJAYAKUMAR,Independent,60,0,60,0.04,207,23,I
29,VENKATESAN,Independent,38,0,38,0.02,207,30,I
30,NOTA,None of the Above,1316,7,1323,0.77,207,6,NOTA
1,THANGAM THENARASU,Dravida Munnetra Kazhagam,101016,1209,102225,59.15,208,1,DMK
2,RAJASEKAR S,All India Anna Dravida Munnetra Kazhagam,41087,146,41233,23.86,208,2,AIADMK
3,ANANDHAJOTHI A,Naam Tamilar Katchi,13654,133,13787,7.98,208,3,NTK
4,SIVASAMY K K,Amma Makkal Munnettra Kazagam,6399,42,6441,3.73,208,4,AMMK
5,THIRUMURUGAN PALANISAMY K,Puthiya Tamilagam,586,7,593,0.34,208,10,PT
6,MANIVASAGAM S,Bahujan Dravida Party,70,0,70,0.04,208,18,BDP
7,MURUGAN S,Makkal Needhi Maiam,1338,18,1356,0.78,208,6,MNM
8,ADAIKALAM R,Independent,896,2,898,0.52,208,7,I
9,ARUNKUMAR V,Independent,2491,1,2492,1.44,208,5,I
10,INDIRA B,Independent,123,1,124,0.07,208,16,I
11,KALIMUTHU S,Independent,46,0,46,0.03,208,21,I
12,CHENNAKESAVAN P,Independent,52,0,52,0.03,208,20,I
13,SETHURAMALINGAM S,Independent,65,0,65,0.04,208,19,I
14,ADVOCATE. THANGAPANDIAN M,Independent,357,8,365,0.21,208,13,I
15,THIRUMURUGAN G,Independent,480,0,480,0.28,208,12,I
16,MALAIALAGU M,Independent,566,0,566,0.33,208,11,I
17,RAMATHILAGAM A,Independent,683,1,684,0.4,208,9,I
18,RAJANGAM C,Independent,349,0,349,0.2,208,14,I
19,RAJENDRAN R,Independent,137,0,137,0.08,208,15,I
20,HARIKRISHNAN K,Independent,108,0,108,0.06,208,17,I
21,NOTA,None of the Above,734,6,740,0.43,208,8,NOTA
1,GOVINDAN V,Bahujan Samaj Party,416,9,425,0.23,209,8,BSP
2,SADHAN PRABHAKAR N,All India Anna Dravida Munnetra Kazhagam,70488,1091,71579,39.3,209,2,AIADMK
3,SELVI U,Desiya Murpokku Dravida Kazhagam,1988,21,2009,1.1,209,5,DMDK
4,MURUGESAN S,Dravida Munnetra Kazhagam,83016,1848,84864,46.59,209,1,DMK
5,KARUPPU RAJA M,Makkal Needhi Maiam,3447,41,3488,1.91,209,4,MNM
6,SASIKALA S,Naam Tamilar Katchi,16262,168,16430,9.02,209,3,NTK
7,PARTHASARATHI M,My India Party,187,1,188,0.1,209,12,MIP
8,RAMAPANDI C,Independent,184,2,186,0.1,209,13,I
9,UDHAYAKUMAR M,Independent,208,0,208,0.11,209,10,I
10,UDAYAKUMAR,Independent,96,0,96,0.05,209,15,I
11,KUMAR S,Independent,78,1,79,0.04,209,16,I
12,BALAMURUGAN S,Independent,196,2,198,0.11,209,11,I
13,MURUKESAN K,Independent,684,3,687,0.38,209,7,I
14,RAVISANKAR V,Independent,109,0,109,0.06,209,14,I
15,RAJIV GANDHI K,Independent,350,4,354,0.19,209,9,I
16,NOTA,None of the Above,1242,16,1258,0.69,209,6,NOTA
1,ANBUBAGURUDEEN N,Nationalist Congress Party,621,8,629,0.31,210,7,NCP
2,K C ANIMUTHU,All India Anna Dravida Munnetra Kazhagam,65049,463,65512,32.46,210,2,AIADMK
3,KARUMANICKAM,Indian National Congress,78415,949,79364,39.33,210,1,INC
4,RAMALINGAM,Bahujan Samaj Party,605,5,610,0.3,210,8,BSP
5,ANANDH N,Amma Makkal Munnettra Kazagam,33038,388,33426,16.56,210,3,AMMK
6,ANANTHARAJ S,My India Party,399,0,399,0.2,210,11,MIP
7,SATHYARAJ,Makkal Needhi Maiam,2189,19,2208,1.09,210,5,MNM
8,JAWAHAR,Naam Tamilar Katchi,16403,98,16501,8.18,210,4,NTK
9,SIKKANDAR,Independent,262,0,262,0.13,210,15,I
10,SURIYA PRAKASH,Independent,385,0,385,0.19,210,12,I
11,PRADEEP,Independent,163,0,163,0.08,210,16,I
12,PRAVEEN,Independent,273,1,274,0.14,210,14,I
13,PERUMAL,Independent,517,5,522,0.26,210,9,I
14,MANI,Independent,382,0,382,0.19,210,13,I
15,MANIKANDAN,Independent,410,0,410,0.2,210,10,I
16,NOTA,None of the Above,765,3,768,0.38,210,6,NOTA
1,ALLAPICHAI,Bahujan Samaj Party,634,2,636,0.3,211,10,BSP
2,KATHARBATCHA MUTHURAMALINGAM,Dravida Munnetra Kazhagam,109712,1370,111082,51.88,211,1,DMK
3,D.KUPPURAMU,Bharatiya Janata Party,60262,341,60603,28.31,211,2,BJP
4,AMUTHAN,Namadhu Makkal Katchi,382,1,383,0.18,211,12,NMK
5,K.ILANGO,Naam Tamilar Katchi,16960,86,17046,7.96,211,3,NTK
6,K.P SARAVANAN,Makkal Needhi Maiam,1962,23,1985,0.93,211,6,MNM
7,G.MUNIYASAMY,Amma Makkal Munnettra Kazagam,6710,50,6760,3.16,211,5,AMMK
8,R.S.WILHELM BENJAMIN ANAND,Bahujan Dravida Party,77,1,78,0.04,211,19,BDP
9,V.JAYAPRAKASH,My India Party,133,0,133,0.06,211,16,MIP
10,ASANALI,Independent,77,1,78,0.04,211,19,I
11,K.KURUNTHAPPAN,Independent,245,1,246,0.11,211,14,I
12,SALEEM,Independent,125,3,128,0.06,211,17,I
13,S.SURESH,Independent,190,0,190,0.09,211,15,I
14,SURYAPRAKASH,Independent,1000,2,1002,0.47,211,8,I
15,P.MALAICHAMY,Independent,10808,14,10822,5.05,211,4,I
16,MISRA G,Independent,493,2,495,0.23,211,11,I
17,N MUNIYASAMI,Independent,119,0,119,0.06,211,18,I
18,E VINOTH,Independent,1216,0,1216,0.57,211,7,I
19,B VIJAYAPRAKASH,Independent,343,0,343,0.16,211,13,I
20,NOTA,None of the Above,747,6,753,0.35,211,9,NOTA
1,KEERTHIKA,All India Anna Dravida Munnetra Kazhagam,80166,1014,81180,36.7,212,2,AIADMK
2,N.SIVANANDAM,Bahujan Samaj Party,533,2,535,0.24,212,10,BSP
3,R.S.RAJAKANNAPPAN,Dravida Munnetra Kazhagam,100328,1573,101901,46.06,212,1,DMK
4,A.SARAVANAKUMAR,Naam Indiar Party,609,5,614,0.28,212,8,NIP
5,C.NAVAPANNEERSELVAM,Makkal Needhi Maiam,923,20,943,0.43,212,5,MNM
6,K.PANCHATCHARAM,My India Party,133,1,134,0.06,212,19,MIP
7,K.BOOMIRAJAN YADAV,Tamilaga Makkal Thannurimai Katchi,212,2,214,0.1,212,15,TMTK
8,C.MALAISELVAM,Puthiya Tamilagam,383,10,393,0.18,212,12,PT
9,M.MURUGAN,Amma Makkal Munnettra Kazagam,19403,266,19669,8.89,212,3,AMMK
10,R.RAHMADNISHA,Naam Tamilar Katchi,11099,145,11244,5.08,212,4,NTK
11,S.RAJA,People's Party of India(secular),114,0,114,0.05,212,21,PPI
12,T.AZHAKUMALAI KUMARAN,Independent,127,4,131,0.06,212,20,I
13,S.IMMANUVEL SEKAR,Independent,197,1,198,0.09,212,17,I
14,K.RAMACHANDRAN,Independent,390,0,390,0.18,212,13,I
15,M.KARTHICK,Independent,140,1,141,0.06,212,18,I
16,K.SATHISH,Independent,807,6,813,0.37,212,6,I
17,G.M.SENTHILMURUGAN,Independent,708,5,713,0.32,212,7,I
18,DEVA SITHAM.I,Independent,199,5,204,0.09,212,16,I
19,S.PRABAKARAN,Independent,546,2,548,0.25,212,9,I
20,K.MURUGAN,Independent,327,0,327,0.15,212,14,I
21,P.MURUGAN,Independent,92,1,93,0.04,212,23,I
22,E.MOHAN,Independent,82,0,82,0.04,212,24,I
23,K.RAJAKUMAR,Independent,109,0,109,0.05,212,22,I
24,NOTA,None of the Above,521,2,523,0.24,212,11,NOTA
1,CHINNAPPAN P,All India Anna Dravida Munnetra Kazhagam,51237,562,51799,30.99,213,2,AIADMK
2,MANIKKARAJ A,Bahujan Samaj Party,480,7,487,0.29,213,9,BSP
3,MARKANDAYAN V,Dravida Munnetra Kazhagam,89130,1218,90348,54.05,213,1,DMK
4,KARUPPASAMY K,Naam Indiar Party,610,3,613,0.37,213,8,NIP
5,GANDHI M,Bahujan Dravida Party,119,2,121,0.07,213,15,BDP
6,SEENI SELVI K,Amma Makkal Munnettra Kazagam,6591,66,6657,3.98,213,4,AMMK
7,BALAJI R,Naam Tamilar Katchi,11697,131,11828,7.08,213,3,NTK
8,MARIMUTHU S,South India Forward Bloc,398,6,404,0.24,213,10,SIFB
9,MUTHUKUMAR C,Puthiya Tamilagam,1029,26,1055,0.63,213,6,PT
10,WILSON X,Makkal Needhi Maiam,1511,9,1520,0.91,213,5,MNM
11,ARUMUGAPERUMAL K,Independent,263,5,268,0.16,213,14,I
12,ARUMUGAM S,Independent,272,0,272,0.16,213,13,I
13,CHELLADURAI S,Independent,310,2,312,0.19,213,12,I
14,MURUGANANTHAM M,Independent,347,1,348,0.21,213,11,I
15,RAJAMANI P,Independent,101,0,101,0.06,213,16,I
16,NOTA,None of the Above,1017,19,1036,0.62,213,7,NOTA
1,A.Ashok Kumar,Bahujan Samaj Party,432,4,436,0.23,214,10,BSP
2,P.Geetha Jeevan,Dravida Munnetra Kazhagam,90206,2108,92314,49.0,214,1,DMK
3,U.Chandran,Desiya Murpokku Dravida Kazhagam,4011,29,4040,2.14,214,5,DMDK
4,SDR Vijayaseelan,All India Anna Dravida Munnetra Kazhagam,41621,383,42004,22.29,214,2,AIADMK
5,N.Sundar,Makkal Needhi Maiam,10475,59,10534,5.59,214,4,MNM
6,S.Subash,Republican Party of India (Athawale),159,2,161,0.09,214,16,RPI(A)
7,K.Subramani,Shiv Sena,124,0,124,0.07,214,20,SS
8,G.Selvavinayagam,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,268,1,269,0.14,214,12,VTVTK
9,N.Balasubramanian,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,126,1,127,0.07,214,19,APTADMK
10,Mannar Maharajan,Bahujan Dravida Party,93,0,93,0.05,214,22,BDP
11,S.V.Rajasekar,United States of India Party,914,1,915,0.49,214,8,USIP
12,V.Velraj,Naam Tamilar Katchi,30747,190,30937,16.42,214,3,NTK
13,J.Arun Nehruraj,Independent,142,0,142,0.08,214,17,I
14,J.Alldrin Airmarshal Thayaram,Independent,166,1,167,0.09,214,14,I
15,C.Ganesh Ayyadurai,Independent,115,1,116,0.06,214,21,I
16,S.Krishnan,Independent,182,0,182,0.1,214,13,I
17,J.samuvel,Independent,138,0,138,0.07,214,18,I
18,J.Sivaneswaran,Independent,2849,17,2866,1.52,214,6,I
19,G.Selvam,Independent,75,0,75,0.04,214,25,I
20,S.Balasundram,Independent,87,0,87,0.05,214,24,I
21,L.Maria Deva Sahaya Johny,Independent,442,4,446,0.24,214,9,I
22,A.Mohamed Imran Arabi,Independent,60,2,62,0.03,214,27,I
23,Ramagunaseelan,Independent,88,0,88,0.05,214,23,I
24,A.Rajavel,Independent,278,4,282,0.15,214,11,I
25,M.Lingaraja,Independent,70,0,70,0.04,214,26,I
26,A.Jeyalalitha,Independent,162,1,163,0.09,214,15,I
27,NOTA,None of the Above,1539,30,1569,0.83,214,7,NOTA
1,Anitha R. Radhakrishnan,Dravida Munnetra Kazhagam,86162,2112,88274,50.58,215,1,DMK
2,Radhakrishnan M,All India Anna Dravida Munnetra Kazhagam,62420,591,63011,36.1,215,2,AIADMK
3,Gloriyan S,Naam Tamilar Katchi,14963,100,15063,8.63,215,3,NTK
4,Kennady Babu K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,128,1,129,0.07,215,12,VTVTK
5,Rooswelt X,Naam Indiar Party,238,1,239,0.14,215,7,NIP
6,Vadamalaipandian S,Amma Makkal Munnettra Kazagam,3730,36,3766,2.16,215,4,AMMK
7,Jayanthi M,Makkal Needhi Maiam,1949,16,1965,1.13,215,5,MNM
8,Arumugam S,Independent,107,1,108,0.06,215,13,I
9,Essakki Muthu,Independent,58,2,60,0.03,215,16,I
10,Kalyanasundaram R,Independent,90,2,92,0.05,215,14,I
11,Senthilkumar S,Independent,177,0,177,0.1,215,10,I
12,Shaik Abdul Kader P.S.J,Independent,136,0,136,0.08,215,11,I
13,Baskar C,Independent,195,1,196,0.11,215,8,I
14,Perumal K,Independent,73,0,73,0.04,215,15,I
15,Pon Rathna Selvan S,Independent,195,1,196,0.11,215,8,I
16,NOTA,None of the Above,1040,11,1051,0.6,215,6,NOTA
1,Amirtharaj .S,Indian National Congress,75086,1757,76843,46.75,216,1,INC
2,S.P.SHUNMUGANATHAN,All India Anna Dravida Munnetra Kazhagam,58583,888,59471,36.18,216,2,AIADMK
3,Arun B,Puthiya Tamilagam,437,7,444,0.27,216,8,PT
4,Arulmathi Yesuvadiyal,Aanaithinthiya Jananayaka Pathukappu Kazhagam,95,1,96,0.06,216,18,AJPK
5,ERAL S. RAMESH,Amma Makkal Munnettra Kazagam,10074,129,10203,6.21,216,4,AMMK
6,R.Chandra Sekar,Makkal Needhi Maiam,1345,10,1355,0.82,216,5,MNM
7,P.Subbiah Pandian,Naam Tamilar Katchi,12552,154,12706,7.73,216,3,NTK
8,SURESH PERUMAL S,Naam Indiar Party,232,1,233,0.14,216,12,NIP
9,Jegan,Anna Dravidar Kazhagam,104,2,106,0.06,216,16,ADK
10,ALLWIN DURAISINGH P,Independent,51,1,52,0.03,216,21,I
11,Esakki Raja K,Independent,336,5,341,0.21,216,9,I
12,Kirushnavel R,Independent,103,0,103,0.06,216,17,I
13,Sankara Subramanian M,Independent,129,0,129,0.08,216,15,I
14,SARAVANAN G,Independent,79,1,80,0.05,216,19,I
15,Sudalaimuthu Perumal,Independent,139,1,140,0.09,216,13,I
16,Sethuramalingam S,Independent,311,1,312,0.19,216,10,I
17,Durai Singh J,Independent,493,1,494,0.3,216,7,I
18,Ponnudurai I,Independent,297,0,297,0.18,216,11,I
19,Malaiandi R,Independent,56,0,56,0.03,216,20,I
20,VINSTON ANTO S,Independent,37,1,38,0.02,216,22,I
21,Joseph Leon,Independent,126,5,131,0.08,216,14,I
22,NOTA,None of the Above,749,7,756,0.46,216,6,NOTA
1,ARUMUGANAINAR S,Desiya Murpokku Dravida Kazhagam,5276,51,5327,3.0,217,5,DMDK
2,SHUNMUGAIAH C,Dravida Munnetra Kazhagam,71605,1505,73110,41.11,217,1,DMK
3,MOHAN P,All India Anna Dravida Munnetra Kazhagam,63907,693,64600,36.32,217,2,AIADMK
