O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,AC_NO,Position,Party Code
1,ASIT MITRA,Indian National Congress,25081,28,25109,12.02,181,3,INC
2,DEBTANU BHATTACHARYA,Bharatiya Janata Party,76180,60,76240,36.51,181,2,BJP
3,SUKANTA KUMAR PAUL,All India Trinamool Congress,102344,101,102445,49.06,181,1,AITC
4,SANJEEB SANTRA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1136,3,1139,0.55,181,6,SUCOI(C)
5,DILIP KUMAR HAIT,Independent,526,0,526,0.25,181,8,I
6,BISWANATH DAS,Independent,1265,1,1266,0.61,181,5,I
7,RATAN CHANDRA MALICK,Independent,783,0,783,0.37,181,7,I
8,NOTA,None of the Above,1302,0,1302,0.62,181,4,NOTA
1,ALOKE KOLEY,Indian National Congress,5158,20,5178,2.61,182,3,INC
2,SAMIR KUMAR PANJA,All India Trinamool Congress,101023,487,101510,51.21,182,1,AITC
3,SUMIT RANJAN KARAR,Bharatiya Janata Party,87338,174,87512,44.15,182,2,BJP
4,ARNAB ADHIKARY,Independent,1716,2,1718,0.87,182,4,I
5,SAMIT KARMAKAR,Independent,1072,1,1073,0.54,182,6,I
6,NOTA,None of the Above,1216,4,1220,0.62,182,5,NOTA
1,ANUPAM GHOSH,Bharatiya Janata Party,87016,350,87366,37.06,183,2,BJP
2,SITANATH GHOSH,All India Trinamool Congress,116137,425,116562,49.45,183,1,AITC
3,GOBARDHAN MANNA,Indian Unity Centre,1971,1,1972,0.84,183,5,IUC
4,SK SABBIR AHMED,Rashtriya Secular Majlis Party,25279,83,25362,10.76,183,3,RSMP
5,PANCHANAN MAHANTA,Independent,1688,2,1690,0.72,183,6,I
6,NOTA,None of the Above,2760,9,2769,1.17,183,4,NOTA
1,UTTAM BERA,Communist Party of India (Marxist),22727,41,22768,9.07,184,3,CPI(M)
2,KALYAN GHOSH,All India Trinamool Congress,130278,221,130499,52.0,184,1,AITC
3,RAJIB BANERJEE S/O- LATE DHANANJOY BANERJEE,Bharatiya Janata Party,87766,113,87879,35.01,184,2,BJP
4,RAJANI BEGUM,Bharatiya Nyay-Adhikar Raksha Party,1300,0,1300,0.52,184,7,BNRP
5,TANMOY DAS,Independent,236,0,236,0.09,184,10,I
6,NANDITA ROY,Independent,218,0,218,0.09,184,12,I
7,RAJIB BANERJEE S/O- AMARNATH BANERJEE,Independent,225,0,225,0.09,184,11,I
8,RAJIB MONDAL,Independent,138,0,138,0.05,184,15,I
9,SRIKUMAR NASKAR,Independent,198,0,198,0.08,184,13,I
10,SANCHAYITA GHOSH,Independent,172,0,172,0.07,184,14,I
11,SK. SHAMIM HOSSAIN,Independent,272,0,272,0.11,184,9,I
12,SUBIR DALUI,Independent,424,0,424,0.17,184,8,I
13,SUBHAS SANTRA,Independent,1712,0,1712,0.68,184,6,I
14,SUMANTA KAYAL,Independent,2855,0,2855,1.14,184,4,I
15,NOTA,None of the Above,2078,4,2082,0.83,184,5,NOTA
1,KANCHAN MULLICK,All India Trinamool Congress,93334,544,93878,46.96,185,1,AITC
2,PRABIR KUMAR GHOSAL,Bharatiya Janata Party,57603,286,57889,28.96,185,2,BJP
3,RAJAT BANERJEE (BAPPA),Communist Party of India (Marxist),42376,342,42718,21.37,185,3,CPI(M)
4,SOURAV ROY,Communist Party of India (Marxist-Leninist) (Liberation),1217,6,1223,0.61,185,5,CPI(M)(L)
5,RANJAN MUKHERJEE,Independent,826,7,833,0.42,185,6,I
6,NOTA,None of the Above,3342,11,3353,1.68,185,4,NOTA
1,ALOK RANJAN BANERJEE,Indian National Congress,19223,178,19401,10.32,186,3,INC
2,KABIR SHANKAR BOSE,Bharatiya Janata Party,69241,347,69588,37.0,186,2,BJP
3,DR. SUDIPTO ROY,All India Trinamool Congress,92435,586,93021,49.46,186,1,AITC
4,MANGAL SARKAR,Bahujan Maha Party,905,9,914,0.49,186,6,BMP
5,SAMIR SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),757,11,768,0.41,186,8,SUCOI(C)
6,BISWANATH BHATTACHERJEE,Independent,1073,2,1075,0.57,186,5,I
7,SANTOSH KUMAR SINGH,Independent,906,8,914,0.49,186,6,I
8,NOTA,None of the Above,2387,13,2400,1.28,186,4,NOTA
1,ARINDAM GUIN (BUBAI),All India Trinamool Congress,100512,460,100972,50.2,187,1,AITC
2,ABDUL MANNAN,Indian National Congress,23053,219,23272,11.57,187,3,INC
3,DILIP SINGH,Bharatiya Janata Party,70617,277,70894,35.25,187,2,BJP
4,MANGAL SARKAR,Bahujan Maha Party,781,9,790,0.39,187,6,BMP
5,AJAY YADAV,Independent,411,5,416,0.21,187,8,I
6,ARABIND KUMAR RABIDAS,Independent,807,1,808,0.4,187,5,I
7,DILIP DAS,Independent,632,0,632,0.31,187,7,I
8,NOTA,None of the Above,3338,9,3347,1.66,187,4,NOTA
1,BECHARAM MANNA,All India Trinamool Congress,99852,1225,101077,48.15,188,1,AITC
2,RABINDRANATH BHATTACHARYA,Bharatiya Janata Party,74595,559,75154,35.8,188,2,BJP
3,SRIJAN BHATTACHARYYA,Communist Party of India (Marxist),29639,377,30016,14.3,188,3,CPI(M)
4,SHANKAR JANA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1339,7,1346,0.64,188,5,SUCOI(C)
5,NOTA,None of the Above,2335,10,2345,1.12,188,4,NOTA
1,INDRANIL SEN,All India Trinamool Congress,85604,1174,86778,47.63,189,1,AITC
2,GAUTAM SARKAR,Communist Party of India (Marxist),33071,631,33702,18.5,189,3,CPI(M)
3,DEEPANJAN KUMAR GUHA,Bharatiya Janata Party,55275,474,55749,30.6,189,2,BJP
4,UDAY VEER CHOUDHURY,Independent,532,6,538,0.3,189,6,I
5,TANDRA BHATTACHARJEE (TANDRADI),Independent,352,13,365,0.2,189,8,I
6,PRALOY MUKHERJEE,Independent,304,3,307,0.17,189,9,I
7,RATAN KUMAR CHATTERJEE (R.K.C),Independent,1179,5,1184,0.65,189,5,I
8,SUBRATA DEY,Independent,531,1,532,0.29,189,7,I
9,NOTA,None of the Above,3000,23,3023,1.66,189,4,NOTA
1,Asit Mazumder (Tapan),All India Trinamool Congress,115802,1302,117104,45.97,190,1,AITC
2,Goutam Mondal,Bahujan Samaj Party,1306,22,1328,0.52,190,5,BSP
3,PRANAB KUMAR GHOSH,All India Forward Bloc,28397,380,28777,11.3,190,3,AIFB
4,Locket Chatterjee,Bharatiya Janata Party,98011,676,98687,38.74,190,2,BJP
5,Ajanta Sarkar,Socialist Party (India),1034,8,1042,0.41,190,7,SP(I)
6,AJIT KUMAR MURMU,Ambedkarite Party of India,827,12,839,0.33,190,8,API
7,Kashinath Murmu,Independent,1297,14,1311,0.51,190,6,I
8,Gopal Jee Pandey,Independent,639,7,646,0.25,190,10,I
9,Debkanta Sikdar,Independent,658,7,665,0.26,190,9,I
10,NOTA,None of the Above,4319,19,4338,1.7,190,4,NOTA
1,MANORANJAN BAPARI,All India Trinamool Congress,99524,840,100364,45.63,191,1,AITC
2,MAHAMAYA MONDAL,Communist Party of India (Marxist),19592,174,19766,8.99,191,3,CPI(M)
3,SUBHAS CHANDRA HALDAR,Bharatiya Janata Party,93993,587,94580,43.0,191,2,BJP
4,SUKDEB BISWAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2133,9,2142,0.97,191,5,SUCOI(C)
5,NOTA,None of the Above,3098,7,3105,1.41,191,4,NOTA
1,Amjad Hossain Sk.,Communist Party of India (Marxist),41205,269,41474,18.54,192,3,CPI(M)
2,Partha Sharma,Bharatiya Janata Party,70651,365,71016,31.75,192,2,BJP
3,Mina Roy,Bahujan Samaj Party,1632,18,1650,0.74,192,6,BSP
4,Dr. Ratna De Nag,All India Trinamool Congress,102128,746,102874,45.99,192,1,AITC
5,Paban Mazumder,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1971,11,1982,0.89,192,5,SUCOI(C)
6,Balai Saren,Ambedkarite Party of India,1254,6,1260,0.56,192,7,API
7,Sk. Nasiruddin,Lok Jan Shakti Party,1239,5,1244,0.56,192,8,LJSP
8,NOTA,None of the Above,2159,5,2164,0.97,192,4,NOTA
1,TAPAN DASGUPTA,All India Trinamool Congress,92689,639,93328,48.56,193,1,AITC
2,DEBABRATA BISWAS,Bharatiya Janata Party,83128,428,83556,43.48,193,2,BJP
3,PABITRA DEB,Indian National Congress,8233,99,8332,4.34,193,3,INC
4,Ajoy Das,Independent,556,12,568,0.3,193,8,I
5,Paritosh Karmakar,Independent,306,10,316,0.16,193,9,I
6,Bishnu Chowdhuri,Independent,595,6,601,0.31,193,7,I
7,Milan Das,Independent,706,1,707,0.37,193,6,I
8,Subir Roy,Independent,1745,0,1745,0.91,193,5,I
9,NOTA,None of the Above,3031,6,3037,1.58,193,4,NOTA
1,DEBASHISH DASGUPTA(YASH D GUPTAA),Bharatiya Janata Party,61620,151,61771,29.83,194,2,BJP
2,MD. SALIM,Communist Party of India (Marxist),37005,156,37161,17.94,194,3,CPI(M)
3,SWATI KHANDOKER,All India Trinamool Congress,102719,399,103118,49.79,194,1,AITC
4,ABDUL RAHIM MOLLICK,Independent,1882,4,1886,0.91,194,5,I
5,ONKAR MAJUMDER,Independent,1011,3,1014,0.49,194,6,I
6,NOTA,None of the Above,2153,3,2156,1.04,194,4,NOTA
1,DEBJIT SARKAR,Bharatiya Janata Party,83474,485,83959,39.9,195,2,BJP
2,SNEHASIS CHAKRABORTY,All India Trinamool Congress,101054,831,101885,48.42,195,1,AITC
3,SK. MAINUDDIN,Rashtriya Secular Majlis Party,17661,95,17756,8.44,195,3,RSMP
4,TANUSREE GHOSH,Independent,654,7,661,0.31,195,7,I
5,SAMIR BANDYOPADHYAY,Independent,449,18,467,0.22,195,8,I
6,SK. AMJAD ALI,Independent,953,5,958,0.46,195,6,I
7,SK. SAMSUDDIN,Independent,1681,4,1685,0.8,195,5,I
8,NOTA,None of the Above,3031,9,3040,1.44,195,4,NOTA
1,Dr. Karabi Manna,All India Trinamool Congress,109128,1087,110215,49.92,196,1,AITC
2,Totan Bag,Bahujan Samaj Party,2108,24,2132,0.97,196,5,BSP
3,Samiran Mitra,Bharatiya Janata Party,86561,582,87143,39.47,196,2,BJP
4,Biswanath Ghosh,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2103,19,2122,0.96,196,6,SUCOI(C)
5,Simal Saren,Rashtriya Secular Majlis Party,15662,133,15795,7.15,196,3,RSMP
6,NOTA,None of the Above,3344,23,3367,1.53,196,4,NOTA
1,ANIRBAN SAHA,Indian National Congress,8929,104,9033,3.86,197,3,INC
2,ASIMA PATRA,All India Trinamool Congress,123509,1267,124776,53.36,197,1,AITC
3,TUSAR KUMAR MAJUMDAR,Bharatiya Janata Party,93861,756,94617,40.46,197,2,BJP
4,SAJAL KUMAR DE,Communist Party of India (Marxist-Leninist) (Liberation),3215,15,3230,1.38,197,4,CPI(M)(L)
5,NOTA,None of the Above,2167,15,2182,0.93,197,5,NOTA
1,RAMENDU SINHARAY,All India Trinamool Congress,95384,1314,96698,46.96,198,1,AITC
2,SURAJIT GHOSH,Communist Party of India (Marxist),14396,199,14595,7.09,198,3,CPI(M)
3,Dr. Swapan Dasgupta,Bharatiya Janata Party,88461,753,89214,43.33,198,2,BJP
4,Sanju Chakraborty,Republican Party of India (Athawale),1690,7,1697,0.82,198,5,RPI(A)
5,Sukumar Khanra,Independent,954,7,961,0.47,198,6,I
6,NOTA,None of the Above,2740,12,2752,1.34,198,4,NOTA
1,DILIP YADAV,All India Trinamool Congress,90505,651,91156,40.86,199,2,AITC
2,BIMAN GHOSH,Bharatiya Janata Party,118607,727,119334,53.5,199,1,BJP
3,MONIKA MALIK GHOSH,Indian National Congress,7733,95,7828,3.51,199,3,INC
4,CHIRANJIT BARIK,Independent,1952,16,1968,0.88,199,5,I
5,NOTA,None of the Above,2776,12,2788,1.25,199,4,NOTA
1,BANKIM CHANDRA SANTRA,Bahujan Samaj Party,2761,19,2780,1.26,200,5,BSP
2,MADHUSUDAN BAG,Bharatiya Janata Party,102518,590,103108,46.88,200,1,BJP
3,SAKTI MOHON MALIK,Communist Party of India (Marxist),14841,124,14965,6.8,200,3,CPI(M)
4,SUJATA MONDAL,All India Trinamool Congress,95332,604,95936,43.62,200,2,AITC
5,NOTA,None of the Above,3163,8,3171,1.44,200,4,NOTA
1,BISWANATH KARAK,Bharatiya Janata Party,101743,484,102227,46.56,201,1,BJP
2,MANAS MAJUMDAR,All India Trinamool Congress,97523,557,98080,44.67,201,2,AITC
3,SHIBA PRASAD MALICK,All India Forward Bloc,14288,90,14378,6.55,201,3,AIFB
4,SAMIR ROY,Bahujan Samaj Party,2364,14,2378,1.08,201,5,BSP
5,NOTA,None of the Above,2472,10,2482,1.13,201,4,NOTA
1,MUNSI NAZBUL KARIM,All India Trinamool Congress,94067,452,94519,43.36,202,2,AITC
2,SUSANTA GHOSH,Bharatiya Janata Party,106819,584,107403,49.27,202,1,BJP
3,FAISAL KHAN,Rashtriya Secular Majlis Party,8666,66,8732,4.01,202,3,RSMP
4,ATANU SAMANTA,Independent,905,21,926,0.42,202,7,I
5,ADITYA MANIK,Independent,1036,9,1045,0.48,202,6,I
6,CHANDAN SAMANTA,Independent,2085,3,2088,0.96,202,5,I
7,NOTA,None of the Above,3275,3,3278,1.5,202,4,NOTA
1,Goutam Panda,Communist Party of India,14552,166,14718,6.24,203,3,CPI
2,Saumen Kumar Mahapatra,All India Trinamool Congress,107441,802,108243,45.86,203,1,AITC
3,Hare Krishna Bera,Bharatiya Janata Party,106624,826,107450,45.52,203,2,BJP
4,Jnanananda Roy,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2739,17,2756,1.17,203,4,SUCOI(C)
5,Sulalit Mallick,Amra Bangalee,189,3,192,0.08,203,8,AB
6,Bhim Patra,Independent,773,1,774,0.33,203,6,I
7,Sandip Batabyal,Independent,760,2,762,0.32,203,7,I
8,NOTA,None of the Above,1130,6,1136,0.48,203,5,NOTA
1,Ibrahim Ali Sk,Communist Party of India (Marxist),20634,83,20717,10.44,204,3,CPI(M)
2,Debabrata Pattanayek,Bharatiya Janata Party,81318,235,81553,41.11,204,2,BJP
3,Biplab Roy Chowdhury,All India Trinamool Congress,90972,241,91213,45.97,204,1,AITC
4,Chandramohan Manik,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1452,6,1458,0.73,204,4,SUCOI(C)
5,Tarun Mandal,Indian Unity Centre,391,1,392,0.2,204,8,IUC
6,Bimal Poria,Amra Bangalee,904,0,904,0.46,204,7,AB
7,Samir Hossain,Independent,977,3,980,0.49,204,6,I
8,NOTA,None of the Above,1177,6,1183,0.6,204,5,NOTA
1,CHITTARANJAN DASTHAKUR,Communist Party of India,14984,140,15124,6.46,205,3,CPI
2,PHIROJA BIBI,All India Trinamool Congress,111047,658,111705,47.71,205,1,AITC
3,SINTU SENAPATI,Bharatiya Janata Party,102144,672,102816,43.91,205,2,BJP
4,PREETILATA DAS TEWARI,Lok Jan Shakti Party,813,4,817,0.35,205,7,LJSP
5,SUNIL KUMAR JANA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1230,9,1239,0.53,205,5,SUCOI(C)
6,NARAYAN KINKAR MISHRA,Independent,1101,2,1103,0.47,205,6,I
7,NOTA,None of the Above,1331,6,1337,0.57,205,4,NOTA
1,Ashoke Dinda,Bharatiya Janata Party,107054,1055,108109,48.17,206,1,BJP
2,Kamal Bag,Bahujan Samaj Party,761,5,766,0.34,206,6,BSP
3,Manik Bhaumik,Indian National Congress,5030,78,5108,2.28,206,3,INC
4,Sangram Kumar Dolai,All India Trinamool Congress,106027,822,106849,47.61,206,2,AITC
5,Subrata Bag,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1658,16,1674,0.75,206,4,SUCOI(C)
6,Biplab Barai,Independent,232,0,232,0.1,206,8,I
7,Mahammad Ali Sk,Independent,360,1,361,0.16,206,7,I
8,NOTA,None of the Above,1324,11,1335,0.59,206,5,NOTA
1,ADHIKARY NILANJAN,Bharatiya Janata Party,102106,669,102775,45.22,207,2,BJP
2,KARUNA SANKAR BHOWMIK,Communist Party of India (Marxist),12651,131,12782,5.62,207,3,CPI(M)
3,SUKUMAR DE,All India Trinamool Congress,107330,851,108181,47.6,207,1,AITC
4,Saumitra Pattanayak,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1341,8,1349,0.59,207,5,SUCOI(C)
5,Marphat Ali Khan,Independent,711,4,715,0.31,207,6,I
6,NOTA,None of the Above,1471,2,1473,0.65,207,4,NOTA
1,TILAK KUMAR CHAKRABORTY,All India Trinamool Congress,100768,1218,101986,46.49,208,1,AITC
2,BISWANATH BANERJEE,Bharatiya Janata Party,98635,965,99600,45.41,208,2,BJP
3,TAPAN KUMAR MAITY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),969,13,982,0.45,208,5,SUCOI(C)
4,BIKRAM CHATTERJEE,Rashtriya Secular Majlis Party,13685,111,13796,6.29,208,3,RSMP
5,KOUSHIK DAS,Independent,429,9,438,0.2,208,7,I
6,PHAJLUR RAHAMAN SEK,Independent,785,3,788,0.36,208,6,I
7,NOTA,None of the Above,1759,6,1765,0.8,208,4,NOTA
1,Kar Paik Manika,Communist Party of India (Marxist),22510,178,22688,10.27,209,3,CPI(M)
2,Tapasi Mondal,Bharatiya Janata Party,103489,637,104126,47.15,209,1,BJP
3,Subrata Ghorai,Bahujan Samaj Party,1920,2,1922,0.87,209,4,BSP
4,Swapan Naskar,All India Trinamool Congress,88663,455,89118,40.36,209,2,AITC
5,Narayan Pramanik,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1548,8,1556,0.7,209,5,SUCOI(C)
6,NOTA,None of the Above,1408,5,1413,0.64,209,6,NOTA
1,ADHIKARI SUVENDU,Bharatiya Janata Party,109673,1091,110764,48.49,210,1,BJP
2,Mamata Banerjee,All India Trinamool Congress,107937,871,108808,47.64,210,2,AITC
3,Minakshi Mukherjee,Communist Party of India (Marxist),6198,69,6267,2.74,210,3,CPI(M)
4,MANOJ KUMAR DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),235,5,240,0.11,210,7,SUCOI(C)
5,Dipak Kumar Gayen,Independent,74,0,74,0.03,210,8,I
6,Subrata Bose,Independent,72,1,73,0.03,210,9,I
7,Sk Saddam Hossain,Independent,310,3,313,0.14,210,6,I
8,Swapan Parua,Independent,773,3,776,0.34,210,5,I
9,NOTA,None of the Above,1089,1,1090,0.48,210,4,NOTA
1,Ashis Kumar Guchhait,Communist Party of India (Marxist),9708,129,9837,4.46,211,3,CPI(M)
2,Pulak Kanti Guria,Bharatiya Janata Party,95695,603,96298,43.71,211,2,BJP
3,Biswanath Ghorai,Bahujan Samaj Party,1253,1,1254,0.57,211,5,BSP
4,Soham Chakraborty,All India Trinamool Congress,109193,577,109770,49.82,211,1,AITC
5,Bikash Chandra Das,West Bengal Socialist Party,1365,0,1365,0.62,211,4,WBSP
6,Swapan Kumar Bhowmik,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),470,5,475,0.22,211,8,SUCOI(C)
7,Arup Kumar Sahoo,Independent,589,3,592,0.27,211,7,I
8,NOTA,None of the Above,726,10,736,0.33,211,6,NOTA
1,AMBUJAKSHA MAHANTI,Bharatiya Janata Party,94402,903,95305,45.64,212,2,BJP
2,UTTAM BARIK,All India Trinamool Congress,104268,1031,105299,50.42,212,1,AITC
3,SAIKAT GIRI,Communist Party of India,6525,106,6631,3.18,212,3,CPI
4,SURJYENDU BIKASH PATRA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),721,10,731,0.35,212,5,SUCOI(C)
5,NOTA,None of the Above,856,5,861,0.41,212,4,NOTA
1,TARUN KUMAR JANA,All India Trinamool Congress,103116,1078,104194,45.62,213,2,AITC
2,SUTANU MAITY,Communist Party of India (Marxist),6432,72,6504,2.85,213,3,CPI(M)
3,SUMITA SINHA,Bharatiya Janata Party,112677,847,113524,49.7,213,1,BJP
4,PANCHANAN DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),767,6,773,0.34,213,6,SUCOI(C)
5,BISWANATH DAS,Indian Unity Centre,198,0,198,0.09,213,9,IUC
6,DEBASIS DAS,Independent,213,0,213,0.09,213,8,I
7,PRABIR MISHRA,Independent,864,2,866,0.38,213,5,I
8,LIRIKA MUKTAR,Independent,649,3,652,0.29,213,7,I
9,NOTA,None of the Above,1486,6,1492,0.65,213,4,NOTA
1,ARDHENDU MAITY,All India Trinamool Congress,93228,703,93931,42.19,214,2,AITC
2,RABINDRANATH MAITY,Bharatiya Janata Party,120633,847,121480,54.56,214,1,BJP
3,SHIU MAITI,Indian National Congress,5192,82,5274,2.37,214,3,INC
4,ASOKTARU PRADHAN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),938,8,946,0.42,214,5,SUCOI(C)
5,NOTA,None of the Above,1013,6,1019,0.46,214,4,NOTA
1,PARTHA PRATIM DAS,All India Trinamool Congress,91814,628,92442,43.48,215,2,AITC
2,SANTANU PRAMANIK,Bharatiya Janata Party,109697,710,110407,51.93,215,1,BJP
3,HIMANGSHU DAS,Communist Party of India (Marxist),7747,65,7812,3.67,215,3,CPI(M)
4,Somnath Mandal,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),817,7,824,0.39,215,5,SUCOI(C)
5,NOTA,None of the Above,1129,7,1136,0.53,215,4,NOTA
1,ANURUP PANDA,Communist Party of India,5895,119,6014,3.09,216,3,CPI
2,ARUP KUMAR DAS,Bharatiya Janata Party,97499,978,98477,50.58,216,1,BJP
3,JYOTIRMOY KAR,All India Trinamool Congress,87257,927,88184,45.3,216,2,AITC
4,SHRABANI PAHARI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1130,6,1136,0.58,216,4,SUCOI(C)
5,NOTA,None of the Above,863,7,870,0.45,216,5,NOTA
1,AKHIL GIRI,All India Trinamool Congress,111870,752,112622,50.72,217,1,AITC
2,SABYASACHI JANA,Communist Party of India (Marxist),6657,94,6751,3.04,217,3,CPI(M)
3,SWADESH RANJAN NAYAK,Bharatiya Janata Party,99477,628,100105,45.08,217,2,BJP
4,ARATI PAHARI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),942,2,944,0.43,217,5,SUCOI(C)
5,TRAYEE PRADHAN,Right to Recall Party,399,6,405,0.18,217,6,RTRP
6,NOTA,None of the Above,1230,3,1233,0.56,217,4,NOTA
1,ARUP DASH,Bharatiya Janata Party,106357,915,107272,44.55,218,2,BJP
2,TARUN KUMAR MAITY,All India Trinamool Congress,124805,958,125763,52.22,218,1,AITC
3,MANAS KUMAR KARMAHAPATRA,Indian National Congress,4997,89,5086,2.11,218,3,INC
4,JAGADIS SAU,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1290,13,1303,0.54,218,5,SUCOI(C)
5,NOTA,None of the Above,1388,5,1393,0.58,218,4,NOTA
1,BIKRAM CHANDRA PRADHAN,All India Trinamool Congress,94609,600,95209,48.13,219,1,AITC
2,Saktipada Nayak,Bharatiya Janata Party,93834,752,94586,47.82,219,2,BJP
3,SISIR KUMAR PATRA,Communist Party of India,5556,96,5652,2.86,219,3,CPI
4,SUBHAS DAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1096,5,1101,0.56,219,5,SUCOI(C)
5,NOTA,None of the Above,1245,5,1250,0.63,219,4,NOTA
1,DULAL MURMU,All India Trinamool Congress,99825,1078,100903,52.46,220,1,AITC
2,BAKUL MURMU,Bharatiya Janata Party,77089,1060,78149,40.63,220,2,BJP
3,SHYAM MANDI,Bahujan Samaj Party,1844,14,1858,0.97,220,5,BSP
4,HARIPADA SAREN,Communist Party of India (Marxist),5755,108,5863,3.05,220,3,CPI(M)
5,KALICHARAN BESHRA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),685,4,689,0.36,220,8,SUCOI(C)
6,BIDHAN CHANDRA SING,Independent,896,9,905,0.47,220,6,I
7,SHYAMLAL HANSDA,Independent,897,4,901,0.47,220,7,I
8,NOTA,None of the Above,3077,9,3086,1.6,220,4,NOTA
1,Dr. Khagendra Nath Mahata,All India Trinamool Congress,102710,1405,104115,52.3,221,1,AITC
2,Prasanta Kumar Das,Communist Party of India (Marxist),5689,130,5819,2.92,221,3,CPI(M)
3,Banamali Nayek,Bahujan Samaj Party,1248,12,1260,0.63,221,5,BSP
4,Sanjit Mahata,Bharatiya Janata Party,79106,1241,80347,40.36,221,2,BJP
5,Ashoke Mahata,Independent,972,8,980,0.49,221,8,I
6,Jiten Giri,Independent,572,17,589,0.3,221,10,I
7,Rajesh Mahato,Independent,1162,5,1167,0.59,221,7,I
8,Subhas Mahata (Bula Babu),Independent,1214,10,1224,0.61,221,6,I
9,Susanta Kumar Das,Independent,767,11,778,0.39,221,9,I
10,NOTA,None of the Above,2781,10,2791,1.4,221,4,NOTA
1,BIRBAHA HANSDA,All India Trinamool Congress,108044,1449,109493,54.26,222,1,AITC
2,MADHUJA SEN ROY,Communist Party of India (Marxist),10179,251,10430,5.17,222,3,CPI(M)
3,RAMKRISHNA SARKAR,Bahujan Samaj Party,1786,16,1802,0.89,222,5,BSP
4,SUKHAMAY SATPATHY (JAHAR),Bharatiya Janata Party,70048,1205,71253,35.31,222,2,BJP
5,ARCHANA SAIN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1187,6,1193,0.59,222,6,SUCOI(C)
6,LAXMAN HANSDA,Amra Bangalee,573,7,580,0.29,222,10,AB
7,ASHUTOSH RANA,Independent,488,11,499,0.25,222,11,I
8,MADHUSUDAN SINGHA,Independent,1155,4,1159,0.57,222,7,I
9,SIBAJI MAHATA,Independent,786,14,800,0.4,222,9,I
10,HAMLET BASKEY,Independent,941,11,952,0.47,222,8,I
11,NOTA,None of the Above,3615,21,3636,1.8,222,4,NOTA
1,PARESH MURMU,All India Trinamool Congress,105826,540,106366,50.01,223,1,AITC
2,DR. PULIN BIHARI BASKE,Communist Party of India (Marxist),9165,105,9270,4.36,223,3,CPI(M)
3,MITHUN MANDI,Bahujan Samaj Party,1899,5,1904,0.9,223,5,BSP
4,SONALI MURMU SOREN,Bharatiya Janata Party,90298,738,91036,42.8,223,2,BJP
5,JHARESWAR ROUTH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1523,12,1535,0.72,223,6,SUCOI(C)
6,NOTA,None of the Above,2564,6,2570,1.21,223,4,NOTA
1,PRADIP SARKAR,All India Trinamool Congress,75461,375,75836,44.25,224,2,AITC
2,REETA SHARMA,Indian National Congress,10705,86,10791,6.3,224,3,INC
3,HIRANMOY CHATTOPADHYAYA,Bharatiya Janata Party,79129,478,79607,46.45,224,1,BJP
4,D. MADHUSUDAN RAO,Humanity Universal Motion Party,1697,4,1701,0.99,224,5,HUMP
5,SURANJAN MAHAPATRA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),800,7,807,0.47,224,6,SUCOI(C)
6,NOTA,None of the Above,2628,15,2643,1.54,224,4,NOTA
1,ATTA SURJA KANTA,All India Trinamool Congress,100440,454,100894,46.33,225,1,AITC
2,TAPAS SINHA,Communist Party of India (Marxist),13070,159,13229,6.08,225,3,CPI(M)
3,RAMA PRASAD GIRI,Bharatiya Janata Party,97758,720,98478,45.23,225,2,BJP
4,SHYAMA PADA JANA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2812,21,2833,1.3,225,4,SUCOI(C)
5,BANAMALI DAS,Independent,557,3,560,0.26,225,6,I
6,NOTA,None of the Above,1750,6,1756,0.81,225,5,NOTA
1,AMULYA MAITY,Bharatiya Janata Party,100807,1427,102234,43.28,226,2,BJP
